County Name,Date of Death,New Deaths,7-day Average New Deaths,Total Deaths,2019 Population ,New Deaths Rate,7-day Average New Death Rate,Total Death Rate,County FIPS Code,Longitude,Latitude,Georeferenced Latitude & Longitude
Elk,09/30/2020,0,0,2,29910,0,0,6.69,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Wayne,04/01/2020,0,0,0,51361,0,0,0,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Pike,05/04/2020,0,0.3,13,55809,0,0.51,23.29,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Northumberland,04/24/2020,0,0.1,1,90843,0,0.16,1.1,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Sullivan,08/31/2020,0,0,0,6066,0,0,0,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Jefferson,07/21/2020,0,0,1,43425,0,0,2.3,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Potter,10/27/2020,0,0,1,16526,0,0,6.05,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Franklin,08/12/2020,0,0,47,155027,0,0,30.32,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Bedford,09/27/2020,0,0,6,47888,0,0,12.53,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Juniata,08/17/2020,0,0,6,24763,0,0,24.23,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Cambria,10/15/2020,0,0,7,130192,0,0,5.38,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Cameron,04/02/2020,0,0,0,4447,0,0,0,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Snyder,06/24/2020,0,0.1,2,40372,0,0.35,4.95,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Cameron,10/11/2020,0,0,0,4447,0,0,0,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Venango,04/28/2020,0,0,0,50668,0,0,0,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Elk,08/04/2020,0,0,2,29910,0,0,6.69,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Bradford,07/29/2020,0,0,3,60323,0,0,4.97,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Wyoming,07/26/2020,0,0.1,8,26794,0,0.53,29.86,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Huntingdon,11/30/2020,0,0.4,66,45144,0,0.95,146.2,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Cambria,04/18/2020,0,0,2,130192,0,0,1.54,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Wyoming,11/27/2020,1,0.6,27,26794,3.73,2.13,100.77,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Luzerne,05/26/2020,1,2.3,157,317417,0.32,0.72,49.46,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Crawford,06/25/2020,0,0,0,84629,0,0,0,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Perry,10/29/2020,0,0,6,46272,0,0,12.97,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Clarion,08/26/2020,0,0,3,38438,0,0,7.8,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Butler,09/09/2020,0,0.4,22,187853,0,0.23,11.71,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Washington,10/14/2020,0,0.1,32,206865,0,0.07,15.47,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Montour,05/03/2020,0,0,0,18230,0,0,0,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Schuylkill,04/27/2020,1,0.3,9,141359,0.71,0.2,6.37,42107,-76.22332385,40.70751243,POINT (-76.22332385 40.70751243)
Forest,04/05/2020,0,0,0,7247,0,0,0,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Allegheny,05/19/2020,1,1.7,163,1216045,0.08,0.14,13.4,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Washington,09/20/2020,0,0.3,30,206865,0,0.14,14.5,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Sullivan,06/15/2020,0,0,0,6066,0,0,0,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Clarion,06/10/2020,0,0,2,38438,0,0,5.2,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Venango,09/05/2020,0,0,1,50668,0,0,1.97,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Susquehanna,07/17/2020,0,0,26,40328,0,0,64.47,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Butler,05/07/2020,0,0.1,10,187853,0,0.08,5.32,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Cambria,08/02/2020,0,0,3,130192,0,0,2.3,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Elk,04/26/2020,0,0,0,29910,0,0,0,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Butler,09/05/2020,1,0.1,20,187853,0.53,0.08,10.65,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Lebanon,09/02/2020,0,0,58,141793,0,0,40.9,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Northampton,07/15/2020,0,1,293,305285,0,0.33,95.98,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Forest,08/23/2020,0,0,0,7247,0,0,0,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Beaver,04/01/2020,1,0.4,3,163929,0.61,0.26,1.83,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Montgomery,04/11/2020,13,12,106,830915,1.56,1.44,12.76,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Elk,05/03/2020,0,0,0,29910,0,0,0,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Carbon,06/29/2020,0,0,26,64182,0,0,40.51,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Crawford,11/11/2020,1,0.1,6,84629,1.18,0.17,7.09,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Pike,05/09/2020,0,0.3,15,55809,0,0.51,26.88,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Lebanon,12/03/2020,1,1.7,126,141793,0.71,1.21,88.86,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Jefferson,06/15/2020,0,0,1,43425,0,0,2.3,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Blair,04/29/2020,0,0,0,121829,0,0,0,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Clinton,05/05/2020,0,0,0,38632,0,0,0,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Erie,05/09/2020,0,0.1,3,269728,0,0.05,1.11,42049,-80.0407591,41.99413787,POINT (-80.0407591 41.99413787)
Lycoming,05/24/2020,0,0.4,17,113299,0,0.38,15,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Wayne,07/26/2020,0,0,9,51361,0,0,17.52,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Columbia,10/09/2020,1,0.3,39,64964,1.54,0.44,60.03,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Elk,11/05/2020,0,0,2,29910,0,0,6.69,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Fulton,08/25/2020,0,0,2,14530,0,0,13.76,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Susquehanna,04/02/2020,0,0,0,40328,0,0,0,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Fulton,12/20/2020,0,0.1,9,14530,0,0.98,61.94,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
York,04/24/2020,0,0.4,9,449058,0,0.1,2,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Huntingdon,08/08/2020,0,0,4,45144,0,0,8.86,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Susquehanna,06/22/2020,2,0.6,24,40328,4.96,1.42,59.51,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Sullivan,09/10/2020,0,0,0,6066,0,0,0,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Carbon,04/15/2020,0,0.4,8,64182,0,0.67,12.46,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Clarion,05/04/2020,0,0,2,38438,0,0,5.2,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Bedford,08/03/2020,0,0,4,47888,0,0,8.35,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Crawford,06/08/2020,0,0,0,84629,0,0,0,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Warren,03/26/2020,0,0,0,39191,0,0,0,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Fayette,09/19/2020,0,0,7,129274,0,0,5.41,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Bradford,10/03/2020,0,0.1,6,60323,0,0.24,9.95,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Northampton,10/19/2020,1,0.3,313,305285,0.33,0.09,102.53,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Mifflin,06/24/2020,0,0,1,46138,0,0,2.17,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Pike,05/02/2020,0,0.4,13,55809,0,0.77,23.29,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Clearfield,06/06/2020,0,0,0,79255,0,0,0,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Jefferson,08/02/2020,0,0,1,43425,0,0,2.3,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Huntingdon,08/06/2020,0,0,4,45144,0,0,8.86,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Westmoreland,09/10/2020,0,0.1,52,348899,0,0.04,14.9,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Franklin,10/26/2020,0,0.1,55,155027,0,0.09,35.48,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Montour,08/15/2020,1,0.1,4,18230,5.49,0.78,21.94,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Wyoming,03/23/2020,0,,0,26794,0,,0,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Crawford,03/25/2020,0,0,0,84629,0,0,0,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Huntingdon,10/06/2020,0,0.4,9,45144,0,0.95,19.94,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Clearfield,04/18/2020,0,0,0,79255,0,0,0,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Luzerne,09/10/2020,0,0,189,317417,0,0,59.54,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Luzerne,05/14/2020,1,1.7,131,317417,0.32,0.54,41.27,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Fulton,10/26/2020,0,0.1,4,14530,0,0.98,27.53,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Venango,08/01/2020,0,0,0,50668,0,0,0,42121,-79.76286561,41.40341259,POINT (-79.76286561 41.40341259)
Lycoming,10/19/2020,0,0.1,31,113299,0,0.13,27.36,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Forest,09/11/2020,0,0,0,7247,0,0,0,42053,-79.23780995,41.51357876,POINT (-79.23780995 41.51357876)
Columbia,12/10/2020,0,0.6,55,64964,0,0.88,84.66,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Monroe,06/14/2020,0,0.4,109,170271,0,0.25,64.02,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Fulton,08/18/2020,0,0,2,14530,0,0,13.76,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Jefferson,04/02/2020,0,0,0,43425,0,0,0,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Crawford,11/07/2020,0,0,5,84629,0,0,5.91,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Crawford,07/20/2020,0,0,1,84629,0,0,1.18,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Bedford,07/01/2020,0,0.1,4,47888,0,0.3,8.35,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Perry,04/02/2020,1,0.1,1,46272,2.16,0.31,2.16,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Carbon,04/23/2020,1,0.6,13,64182,1.56,0.89,20.25,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Cumberland,03/26/2020,0,0,0,253370,0,0,0,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Crawford,05/03/2020,0,0,0,84629,0,0,0,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Adams,06/28/2020,0,0.1,13,103009,0,0.14,12.62,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Sullivan,07/21/2020,0,0,0,6066,0,0,0,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Adams,06/27/2020,1,0.1,13,103009,0.97,0.14,12.62,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Columbia,11/16/2020,1,0.1,46,64964,1.54,0.22,70.81,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Columbia,07/29/2020,0,0,35,64964,0,0,53.88,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Butler,10/03/2020,1,0.1,26,187853,0.53,0.08,13.84,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Lawrence,04/04/2020,1,0.3,3,85512,1.17,0.33,3.51,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Adams,03/22/2020,0,,0,103009,0,,0,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Lebanon,04/30/2020,1,0.6,14,141793,0.71,0.4,9.87,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Mifflin,08/16/2020,0,0,1,46138,0,0,2.17,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Montgomery,03/24/2020,2,,3,830915,0.24,,0.36,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Lawrence,05/21/2020,0,0,8,85512,0,0,9.36,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Clearfield,07/08/2020,0,0,0,79255,0,0,0,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Allegheny,09/10/2020,3,1.7,356,1216045,0.25,0.14,29.28,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Union,11/24/2020,0,0.3,17,44923,0,0.64,37.84,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Franklin,05/14/2020,1,0.4,23,155027,0.65,0.28,14.84,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Crawford,12/01/2020,3,1.4,31,84629,3.54,1.69,36.63,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Fulton,08/04/2020,0,0,2,14530,0,0,13.76,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Snyder,06/02/2020,0,0,1,40372,0,0,2.48,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Union,04/12/2020,0,0,0,44923,0,0,0,42119,-77.06415803,40.96473131,POINT (-77.06415803 40.96473131)
Dauphin,03/20/2020,0,,0,278299,0,,0,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Butler,07/18/2020,0,0,14,187853,0,0,7.45,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Montour,07/14/2020,0,0,2,18230,0,0,10.97,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Jefferson,08/27/2020,0,0,1,43425,0,0,2.3,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Lycoming,07/04/2020,0,0,20,113299,0,0,17.65,42081,-77.06942457,41.34459792,POINT (-77.06942457 41.34459792)
Monroe,06/22/2020,0,0.4,112,170271,0,0.25,65.78,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Blair,08/12/2020,0,0.1,8,121829,0,0.12,6.57,42013,-78.34907687,40.48555024,POINT (-78.34907687 40.48555024)
Snyder,12/16/2020,1,0.9,38,40372,2.48,2.12,94.12,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Columbia,09/15/2020,0,0,35,64964,0,0,53.88,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Indiana,03/21/2020,0,,0,84073,0,,0,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Crawford,08/17/2020,0,0.1,2,84629,0,0.17,2.36,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Monroe,08/12/2020,0,0.3,130,170271,0,0.17,76.35,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Fulton,09/17/2020,0,0,2,14530,0,0,13.76,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Wyoming,12/07/2020,0,0.3,29,26794,0,1.07,108.23,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Monroe,05/25/2020,0,0,102,170271,0,0,59.9,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Snyder,06/13/2020,0,0,1,40372,0,0,2.48,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Warren,05/11/2020,0,0,0,39191,0,0,0,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Sullivan,12/16/2020,0,0,2,6066,0,0,32.97,42113,-76.5147922,41.4480994,POINT (-76.5147922 41.4480994)
Greene,10/27/2020,0,0,1,36233,0,0,2.76,42059,-80.22943817,39.85480393,POINT (-80.22943817 39.85480393)
Jefferson,07/29/2020,0,0,1,43425,0,0,2.3,42065,-79.00101814,41.13139091,POINT (-79.00101814 41.13139091)
Clearfield,04/24/2020,0,0,0,79255,0,0,0,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Mercer,05/13/2020,0,0.1,5,109424,0,0.13,4.57,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Snyder,05/10/2020,1,0.1,1,40372,2.48,0.35,2.48,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Northampton,08/22/2020,0,0.1,305,305285,0,0.05,99.91,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Northampton,03/21/2020,0,,2,305285,0,,0.66,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Mercer,08/06/2020,1,0.3,12,109424,0.91,0.26,10.97,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Snyder,03/18/2020,0,,0,40372,0,,0,42109,-77.07255968,40.77113737,POINT (-77.07255968 40.77113737)
Montour,09/03/2020,0,0,5,18230,0,0,27.43,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Lebanon,04/09/2020,0,0.1,1,141793,0,0.1,0.71,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Fayette,08/20/2020,0,0,6,129274,0,0,4.64,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Warren,09/07/2020,0,0,1,39191,0,0,2.55,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Lebanon,11/12/2020,1,1.4,91,141793,0.71,1.01,64.18,42075,-76.46182575,40.367597,POINT (-76.46182575 40.367597)
Huntingdon,08/19/2020,0,0,5,45144,0,0,11.08,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Cambria,05/24/2020,0,0,2,130192,0,0,1.54,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Mifflin,09/12/2020,1,0.1,2,46138,2.17,0.31,4.33,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Lawrence,06/20/2020,0,0,9,85512,0,0,10.52,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Cumberland,03/28/2020,0,0,0,253370,0,0,0,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Pike,05/29/2020,0,0.1,20,55809,0,0.26,35.84,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Cumberland,04/25/2020,1,1.1,15,253370,0.39,0.45,5.92,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Butler,09/10/2020,0,0.4,22,187853,0,0.23,11.71,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Northampton,08/14/2020,0,0.4,304,305285,0,0.14,99.58,42095,-75.31263726,40.7545954,POINT (-75.31263726 40.7545954)
Cambria,10/23/2020,0,0.1,8,130192,0,0.11,6.14,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Dauphin,05/02/2020,0,1.3,34,278299,0,0.46,12.22,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Wyoming,07/18/2020,0,0,7,26794,0,0,26.13,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Susquehanna,04/10/2020,2,0.3,2,40328,4.96,0.71,4.96,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Lawrence,04/02/2020,0,0.3,2,85512,0,0.33,2.34,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Fayette,11/03/2020,0,0,15,129274,0,0,11.6,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Warren,10/02/2020,0,0,1,39191,0,0,2.55,42123,-79.27858158,41.81675237,POINT (-79.27858158 41.81675237)
Carbon,05/26/2020,0,0.3,25,64182,0,0.45,38.95,42025,-75.71107039,40.91936701,POINT (-75.71107039 40.91936701)
Cambria,05/05/2020,0,0,2,130192,0,0,1.54,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
McKean,11/01/2020,0,0,2,40625,0,0,4.92,42083,-78.5712202,41.81037074,POINT (-78.5712202 41.81037074)
Lackawanna,04/16/2020,0,2.1,35,209674,0,1.02,16.69,42069,-75.61218345,41.43910064,POINT (-75.61218345 41.43910064)
Monroe,07/08/2020,1,0.4,117,170271,0.59,0.25,68.71,42089,-75.34083603,41.06091787,POINT (-75.34083603 41.06091787)
Butler,05/18/2020,0,0.1,12,187853,0,0.08,6.39,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Fulton,04/11/2020,0,0,0,14530,0,0,0,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Wayne,10/24/2020,0,0,12,51361,0,0,23.36,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Armstrong,04/05/2020,0,0.1,1,64735,0,0.22,1.54,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Columbia,07/15/2020,0,0,35,64964,0,0,53.88,42037,-76.4100218,41.04912086,POINT (-76.4100218 41.04912086)
Lawrence,07/06/2020,0,0,9,85512,0,0,10.52,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Centre,06/28/2020,0,0.1,8,162385,0,0.09,4.93,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Westmoreland,09/20/2020,0,0,53,348899,0,0,15.19,42129,-79.47134118,40.310315,POINT (-79.47134118 40.310315)
Allegheny,04/09/2020,3,2.9,22,1216045,0.25,0.23,1.81,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Pike,09/11/2020,0,0,22,55809,0,0,39.42,42103,-75.03270924,41.332572,POINT (-75.03270924 41.332572)
Elk,05/08/2020,0,0,0,29910,0,0,0,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Mercer,08/13/2020,0,0.1,13,109424,0,0.13,11.88,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Butler,08/09/2020,0,0,17,187853,0,0,9.05,42019,-79.91711779,40.91083185,POINT (-79.91711779 40.91083185)
Huntingdon,07/25/2020,0,0,4,45144,0,0,8.86,42061,-77.9827661,40.416105,POINT (-77.9827661 40.416105)
Juniata,07/26/2020,0,0,6,24763,0,0,24.23,42067,-77.405775,40.53433008,POINT (-77.405775 40.53433008)
Fayette,10/17/2020,0,0,12,129274,0,0,9.28,42051,-79.65189635,39.9194478,POINT (-79.65189635 39.9194478)
Wyoming,05/29/2020,0,0,7,26794,0,0,26.13,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Cumberland,05/08/2020,3,1.9,41,253370,1.18,0.73,16.18,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Perry,08/11/2020,0,0,5,46272,0,0,10.81,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Bradford,07/21/2020,0,0,3,60323,0,0,4.97,42015,-76.51825624,41.79117814,POINT (-76.51825624 41.79117814)
Montour,08/29/2020,0,0,5,18230,0,0,27.43,42093,-76.66470527,41.02801824,POINT (-76.66470527 41.02801824)
Washington,11/11/2020,0,1,53,206865,0,0.48,25.62,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Bedford,04/10/2020,0,0.1,1,47888,0,0.3,2.09,42009,-78.49116474,40.00737536,POINT (-78.49116474 40.00737536)
Crawford,07/02/2020,0,0.1,1,84629,0,0.17,1.18,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Wyoming,08/19/2020,0,0,8,26794,0,0,29.86,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Adams,08/27/2020,0,0,23,103009,0,0,22.33,42001,-77.22224271,39.87209565,POINT (-77.22224271 39.87209565)
Fulton,10/11/2020,0,0,2,14530,0,0,13.76,42057,-78.11485045,39.92487511,POINT (-78.11485045 39.92487511)
Indiana,06/02/2020,0,0,6,84073,0,0,7.14,42063,-79.09333493,40.65295497,POINT (-79.09333493 40.65295497)
Washington,03/25/2020,0,0,0,206865,0,0,0,42125,-80.25180083,40.19109663,POINT (-80.25180083 40.19109663)
Clarion,10/02/2020,0,0,3,38438,0,0,7.8,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Wayne,08/27/2020,0,0,11,51361,0,0,21.42,42127,-75.3051535,41.64969805,POINT (-75.3051535 41.64969805)
Allegheny,05/01/2020,1,3.6,118,1216045,0.08,0.29,9.7,42003,-79.98619843,40.46735543,POINT (-79.98619843 40.46735543)
Clarion,04/05/2020,0,0,0,38438,0,0,0,42031,-79.42483608,41.19279129,POINT (-79.42483608 41.19279129)
Tioga,06/24/2020,0,0,2,40591,0,0,4.93,42117,-77.25788076,41.77333834,POINT (-77.25788076 41.77333834)
Perry,07/31/2020,0,0,5,46272,0,0,10.81,42099,-77.25907385,40.40415317,POINT (-77.25907385 40.40415317)
Luzerne,09/28/2020,0,0,190,317417,0,0,59.86,42079,-75.9919961,41.17836439,POINT (-75.9919961 41.17836439)
Lawrence,08/21/2020,0,0.1,19,85512,0,0.17,22.22,42073,-80.33754114,40.99325035,POINT (-80.33754114 40.99325035)
Mifflin,07/10/2020,0,0,1,46138,0,0,2.17,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
Mercer,04/24/2020,0,0.1,2,109424,0,0.13,1.83,42085,-80.26009411,41.30237777,POINT (-80.26009411 41.30237777)
Mifflin,04/29/2020,0,0,1,46138,0,0,2.17,42087,-77.62003089,40.61274928,POINT (-77.62003089 40.61274928)
